stock_code,description,revenue,units_sold,orders,customers_with_id,sales_rows,revenue_share_pct,average_unit_price
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2292.9100000000003,1047,219,130,221,0.021545631710000377,2.1899808978032476
23330,DECORATIVE WICKER HEART MEDIUM,2286.97,1794,216,158,223,0.021489815715322255,1.274788182831661
23360,SET 8 CANDLES VINTAGE DOILEY,2286.4,1182,114,94,116,0.021484459635024863,1.9343485617597294
21813,GARLAND WITH STARS AND BELLS,2280.4700000000003,549,112,38,113,0.02142873760666775,4.153861566484518
85175,CACTI T-LIGHT CANDLES,2278.9,5321,143,84,143,0.021413984894269662,0.42828415711332457
21896,POTTING SHED TWINE,2272.79,980,110,79,111,0.021356571472134427,2.319173469387755
23252,VINTAGE RED ENAMEL TRIM JUG,2261.61,603,138,104,138,0.021251517125248677,3.7505970149253733
22914,BLUE COAT RACK PARIS FASHION,2261.21,467,154,106,155,0.021247758472408403,4.841991434689508
23128,FELTCRAFT BOY JEAN-PAUL KIT,2258.6600000000003,448,139,112,139,0.021223797060551636,5.041651785714286
22983,CARD BILLBOARD FONT,2256.56,5290,443,223,443,0.021204064133140174,0.4265708884688091
46000S,POLYESTER FILLER PAD 40x40cm,2256.2,1556,185,128,185,0.021200681345583925,1.45
21069,VINTAGE BILLBOARD TEA MUG,2250.52,1949,86,35,86,0.021147308475251987,1.1547049769112365
23093,SMALL PARISIENNE HEART PHOTO FRAME,2239.2400000000002,939,142,105,142,0.021041314465156172,2.3847071352502667
22030,SWALLOWS GREETING CARD,2237.89,5527,274,179,275,0.021028629011820236,0.4049013931608467
23326,HANGING MINI COLOURED BOTTLES,2237.08,3442,76,52,76,0.02102101773981867,0.6499360836722835
22185,SLATE TILE NATURAL HANGING,2235.9399999999996,1472,162,111,164,0.02101030557922388,1.5189809782608692
21989,PACK OF 20 SKULL PAPER NAPKINS,2233.1,2409,335,130,339,0.020983619144057913,0.9269821502698214
23079,TOADSTOOL BEDSIDE LIGHT,2225.45,251,106,83,107,0.020911734908487613,8.86633466135458
21471,STRAWBERRY RAFFIA FOOD COVER,2220.59,639,163,77,163,0.020866067276478245,3.4751017214397497
22601,CHRISTMAS RETROSPOT ANGEL WOOD,2219.83,2479,200,121,202,0.020858925836081715,0.8954538120209762
23501,KEY RING BASEBALL BOOT UNION JACK,2217.87,1821,112,77,114,0.020840508437164357,1.2179406919275122
21982,PACK OF 12 SUKI TISSUES,2215.6099999999997,7173,359,182,366,0.020819272048616787,0.30888191830475387
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2213.42,522,106,79,106,0.020798693424316273,4.240268199233717
82494l,WOODEN FRAME ANTIQUE WHITE,2211.6,264,61,0,61,0.02078159155389301,8.377272727272727
22478,BIRDHOUSE GARDEN MARKER,2210.62,1537,140,59,140,0.02077238285443433,1.4382693558880937
23438,RED SPOT GIFT BAG LARGE,2209.92,1809,109,88,109,0.020765805211963848,1.2216252072968492
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2206.63,1451,187,78,190,0.020734890292352568,1.520764989662302
10135,COLOURING PENCILS BROWN TUBE,2204.89,2229,175,92,177,0.02071854015249736,0.989183490354419
23403,LETTER HOLDER HOME SWEET HOME,2204.11,625,134,80,135,0.02071121077945882,3.5265760000000004
22574,HEART WOODEN CHRISTMAS DECORATION,2199.5899999999997,2333,222,131,224,0.020668738002363685,0.9428161165880838
21042,RED RETROSPOT APRON,2199.52,334,131,71,134,0.02066808023811664,6.585389221556886
21900,"KEY FOB , SHED",2197.17,3228,372,166,373,0.02064599815268001,0.6806598513011153
23020,GLASS  SONGBIRD STORAGE JAR,2191.84,180,76,67,76,0.020595914103583315,12.17688888888889
22571,ROCKING HORSE RED CHRISTMAS,2185.48,2434,254,152,258,0.020536151523422908,0.8978964667214462
23302,KNEELING MAT HOUSEWORK  DESIGN,2181.4199999999996,1536,230,140,233,0.020498001197094086,1.4201953124999998
22763,KEY CABINET MA CAMPAGNE,2176.3199999999997,206,108,76,108,0.020450078373380552,10.564660194174756
22357,KINGS CHOICE BISCUIT TIN,2175.04,468,180,69,180,0.02043805068429167,4.647521367521367
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2172.2,2523,224,120,228,0.0204113642491257,0.8609591755846214
22377,BOTTLE BAG RETROSPOT,2171.53,1330,207,83,207,0.020405068505618237,1.632729323308271
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2171.26,1061,142,70,146,0.02040253141495105,2.0464278982092368
22732,3D VINTAGE CHRISTMAS STICKERS,2162.75,1645,188,102,190,0.02032256607577415,1.314741641337386
23445,ICE CREAM BUBBLES,2161.24,2668,101,81,102,0.020308377161302103,0.8100599700149924
21249,WOODLAND  HEIGHT CHART STICKERS,2160.0,724,119,68,119,0.020296725337497244,2.983425414364641
22121,NOEL WOODEN BLOCK LETTERS,2159.7000000000003,352,133,94,134,0.020293906347867038,6.135511363636365
22704,WRAP RED APPLES,2158.26,5253,174,129,174,0.02028037519764204,0.41086236436322104
82581,TOILET METAL SIGN,2155.8900000000003,3883,405,172,406,0.020258105179563397,0.5552124645892352
22920,HERB MARKER BASIL,2153.34,3423,242,133,244,0.020234143767706627,0.629079754601227
22107,PIZZA PLATE IN BOX,2153.06,592,179,44,182,0.020231512710718436,3.6369256756756756
23031,DRAWER KNOB CRACKLE GLAZE PINK,2152.2999999999997,1278,155,93,155,0.020224371270321905,1.6841158059467916
23370,SET 36 COLOUR PENCILS DOILEY,2151.6,1550,151,86,153,0.02021779362785142,1.3881290322580644
21592,RETROSPOT CIGAR BOX MATCHES,2149.07,2149,216,156,223,0.02019402014863667,1.0000325732899022
23161,REGENCY CAKE FORK,2145.3,1715,98,58,98,0.020158594845617057,1.2509037900874638
22588,CARD HOLDER GINGHAM HEART,2141.32,684,175,110,176,0.020121196249856296,3.1305847953216377
23213,STAR WREATH DECORATION WITH BELL,2138.42,1682,152,95,155,0.020093946016764286,1.2713555291319858
23066,SMALL DECO JEWELLERY STAND,2137.81,259,85,69,85,0.020088214071182862,8.254092664092664
40016,CHINESE DRAGON PAPER LANTERNS,2136.34,5556,97,54,97,0.020074401021994846,0.3845104391648668
22973,CHILDREN'S CIRCUS PARADE MUG,2136.0099999999998,1255,144,81,145,0.020071300133401613,1.7019999999999997
22128,PARTY CONES CANDY ASSORTED,2127.53,1762,76,62,76,0.019991616693187737,1.2074517593643588
23005,TRAVEL CARD WALLET I LOVE LONDON,2126.55,4733,241,105,244,0.019982407993729058,0.4493027678005494
22509,SEWING BOX RETROSPOT DESIGN,2124.54,209,86,71,86,0.019963520763206663,10.165263157894737
84356,POMPOM CURTAIN,2124.15,424,82,32,82,0.019959856076687398,5.009787735849057
21980,PACK OF 12 RED RETROSPOT TISSUES,2121.18,6685,297,192,298,0.019931948079348335,0.31730441286462224
37450,CERAMIC CAKE BOWL + HANGING CAKES,2117.54,714,134,47,136,0.019897744338501812,2.9657422969187675
22498,WOODEN REGATTA BUNTING,2116.04,333,150,68,150,0.019883649390350772,6.3544744744744746
21718,RED METAL BEACH SPADE,2113.39,1493,229,106,230,0.019858748315283933,1.4155324849296718
22156,HEART DECORATION WITH PEARLS,2113.1299999999997,2196,256,106,261,0.019856305190937753,0.9622632058287794
23046,PAPER LANTERN 9 POINT DELUXE STAR,2111.4900000000002,349,36,31,36,0.01984089471429262,6.050114613180517
22891,TEA FOR ONE POLKADOT,2108.18,420,168,69,168,0.019809791862039322,5.01947619047619
23251,VINTAGE RED ENAMEL TRIM MUG,2105.75,1712,120,80,120,0.01978695804603464,1.2299941588785046
23233,WRAP POPPIES  DESIGN,2105.5,5175,158,130,159,0.019784608888009467,0.4068599033816425
22733,3D TRADITIONAL CHRISTMAS STICKERS,2095.08,1583,197,119,201,0.019686695981520244,1.3234870499052431
22996,TRAVEL CARD WALLET VINTAGE TICKET,2094.93,4801,408,155,415,0.019685286486705138,0.4363528431576755
23315,IVORY REFECTORY CLOCK,2094.24,213,86,63,86,0.01967880281055566,9.832112676056337
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2086.69,763,76,59,77,0.01960785823819543,2.734849279161206
21506,"FANCY FONT BIRTHDAY CARD,",2085.89,4922,323,171,323,0.01960034093251487,0.42378911011783826
22593,CHRISTMAS GINGHAM STAR,2085.64,2263,198,106,200,0.0195979917744897,0.9216261599646487
22744,MAKE YOUR OWN MONSOON CARD KIT,2084.8500000000004,867,172,123,174,0.019590568435130157,2.404671280276817
22055,MINI CAKE STAND  HANGING STRAWBERY,2083.19,1375,220,102,224,0.019574970025843002,1.5150472727272728
22059,CERAMIC STRAWBERRY DESIGN MUG,2081.54,1780,173,85,177,0.019559465582876856,1.1694044943820225
22747,POPPY'S PLAYHOUSE BATHROOM,2080.85,954,227,123,229,0.019552981906727378,2.1811844863731653
23152,IVORY SWEETHEART WIRE LETTER RACK,2080.65,554,159,108,160,0.019551102580307244,3.7556859205776174
22831,WHITE BROCANTE SOAP DISH,2070.9,706,121,91,123,0.019459485417325482,2.93328611898017
22863,SOAP DISH BROCANTE,2070.73,719,110,77,110,0.019457887989868368,2.8800139082058416
23227,FILIGREE HEART BUTTERFLY WHITE,2070.06,1642,117,61,117,0.0194515922463609,1.260694275274056
22935,BAKING MOULD ROSE MILK CHOCOLATE,2066.82,690,65,46,65,0.019421147158354655,2.995391304347826
23291,DOLLY GIRL CHILDRENS CUP,2059.03,1634,195,104,196,0.019347947394290257,1.2601162790697675
22955,36 FOIL STAR CAKE CASES,2053.3500000000004,1040,134,91,136,0.01929457452395832,1.9743750000000004
22101,MIRROR MOSAIC VOTIVE HOLDER,2053.17,1438,69,21,69,0.019292883130180197,1.4277955493741308
47504K,ENGLISH ROSE GARDEN SECATEURS,2048.66,2018,212,141,216,0.019250504319406066,1.015193260654113
21864,UNION JACK FLAG PASSPORT COVER,2041.69,828,184,65,186,0.019185009793664234,2.4658091787439615
20751,FUNKY WASHING UP GLOVES ASSORTED,2041.5200000000002,971,198,127,203,0.01918341236620712,2.10249227600412
22414,DOORMAT NEIGHBOURHOOD WITCH,2038.39,279,95,37,95,0.01915400090773195,7.306057347670251
23500,KEY RING BASEBALL BOOT ASSORTED,2038.33,1626,98,76,102,0.019153437109805906,1.2535854858548585
22803,IVORY EMBROIDERED QUILT,2038.0900000000001,54,31,18,31,0.019151181918101744,37.74240740740741
23490,T-LIGHT HOLDER HANGING LOVE BIRD,2032.77,542,101,83,101,0.019101191835326055,3.7504981549815497
22788,BROCANTE COAT RACK,2025.96,220,60,33,60,0.019037200770720332,9.20890909090909
22602,CHRISTMAS RETROSPOT HEART WOOD,2023.87,2215,273,141,280,0.019017561809629883,0.9137110609480812
22115,METAL SIGN EMPIRE TEA,2020.91,1549,228,152,230,0.018989747778611833,1.3046546158812138
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2018.1399999999999,1447,89,68,89,0.01896371910769291,1.3947062888735313
20674,GREEN POLKADOT BOWL,2016.23,1563,205,101,206,0.018945771540380588,1.2899744081893794
22959,WRAP CHRISTMAS VILLAGE,2014.42,4901,142,133,142,0.018928763636278333,0.4110222403591104
23289,DOLLY GIRL CHILDRENS BOWL,2013.7,1622,191,111,192,0.018921998061165835,1.2414919852034525
22897,OVEN MITT APPLES DESIGN,2013.1,1350,211,135,212,0.018916360081905417,1.4911851851851852
84880,WHITE WIRE EGG HOLDER,2012.74,312,76,51,77,0.01891297729434917,6.451089743589743
23529,DOLLY GIRL WALL ART,2011.9900000000002,637,37,26,37,0.01890592982027365,3.1585400313971745
22503,CABIN BAG VINTAGE PAISLEY,2010.12,99,34,15,34,0.018888358118245352,20.304242424242425
23358,HOT STUFF HOT WATER BOTTLE,2008.38,594,89,61,89,0.018872007978390146,3.381111111111111
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2004.9999999999998,1180,119,85,120,0.0188402473618898,1.6991525423728813
22080,RIBBON REEL POLKADOTS,2003.48,1206,155,116,157,0.01882596448109675,1.6612603648424544
22859,EASTER TIN BUNNY BOUQUET,2003.07,1203,158,111,160,0.018822111861935466,1.6650623441396508
22364,GLASS JAR DIGESTIVE BISCUITS,2001.32,616,164,69,165,0.018805667755759252,3.248896103896104
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,2000.88,884,72,51,72,0.01880153323763495,2.2634389140271494
51014A,"FEATHER PEN,HOT PINK",2000.06,3842,239,106,239,0.01879382799931238,0.520577824049974
85049G,CHOCOLATE BOX RIBBONS,1999.19,1608,258,161,268,0.018785652929384777,1.2432773631840797
22186,RED STAR CARD HOLDER,1997.48,848,149,111,150,0.01876958468849259,2.3555188679245282
21591,COSY HOUR CIGAR BOX MATCHES,1996.1399999999999,1374,146,114,153,0.01875699320147766,1.4527947598253275
22928,YELLOW GIANT GARDEN THERMOMETER,1993.75,288,115,62,115,0.018734535250757006,6.922743055555555
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1993.48,1028,82,54,82,0.01873199816008982,1.939182879377432
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1988.0199999999998,5167,338,226,349,0.018680692548820033,0.3847532417263402
21622,VINTAGE UNION JACK CUSHION COVER,1982.64,380,104,76,104,0.018630138668118305,5.2174736842105265
23357,HOT WATER BOTTLE SEX BOMB,1982.0500000000002,450,102,79,103,0.018624594655178895,4.404555555555556
23145,ZINC T-LIGHT HOLDER STAR LARGE,1979.4799999999998,2084,169,128,170,0.01860044531068011,0.9498464491362762
15039,SANDALWOOD FAN,1978.6399999999999,2090,145,58,145,0.01859255213971553,0.9467177033492822
37446,MINI CAKE STAND WITH HANGING CAKES,1976.09,1354,183,93,188,0.018568590727858762,1.4594460856720826
21916,SET 12 RETRO WHITE CHALK STICKS,1973.49,4599,359,156,365,0.018544159484396965,0.42911285061969995
22477,WATERING CAN GARDEN MARKER,1967.9,1364,127,63,127,0.01849163231095409,1.442741935483871
23068,ALUMINIUM STAMPED HEART,1966.93,809,136,106,138,0.018482517577816413,2.4313102595797282
22931,BAKING MOULD HEART WHITE CHOCOLATE,1963.3,813,129,95,130,0.018448407803290896,2.414883148831488
23374,RED SPOT PAPER GIFT BAG,1962.83,2456,131,108,131,0.018443991386203572,0.7991978827361563
23075,DOUBLE CERAMIC PARLOUR HOOK,1960.3000000000002,472,80,61,80,0.01842021790698882,4.153177966101695
23228,FILIGREE HEART BIRD WHITE,1960.0,1492,125,58,126,0.01841739891735861,1.3136729222520107
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,1959.91,430,165,34,165,0.018416553220469548,4.55793023255814
85123a,WHITE HANGING HEART T-LIGHT HOLDER,1952.4799999999998,292,67,0,67,0.018346736243961395,6.686575342465753
23235,STORAGE TIN VINTAGE LEAF,1950.66,736,105,88,105,0.018329634373538135,2.6503532608695655
22312,OFFICE MUG WARMER POLKADOT,1950.4900000000002,645,131,61,133,0.01832803694608102,3.0240155038759693
20992,JAZZ HEARTS PURSE NOTEBOOK,1944.6299999999999,4425,277,162,291,0.018272972681970954,0.439464406779661
84596F,SMALL MARSHMALLOWS PINK BOWL,1943.62,3732,435,166,444,0.018263482083549255,0.5207984994640943
22824,3 TIER SWEETHEART GARDEN SHELF,1938.2500000000002,55,43,42,43,0.018213022169168536,35.24090909090909
22639,SET OF 4 NAPKIN CHARMS HEARTS,1935.1599999999999,805,148,101,151,0.018183986575977393,2.403925465838509
22412,METAL SIGN NEIGHBOURHOOD WITCH,1931.8500000000001,911,147,73,148,0.0181528837237241,2.120581778265642
22199,FRYING PAN RED RETROSPOT,1926.59,467,167,71,167,0.018103457438874454,4.125460385438972
23094,LE GRAND TRAY CHIC SET,1924.92,152,79,65,79,0.018087765063266294,12.663947368421054
21192,WHITE BELL HONEYCOMB PAPER,1923.2899999999997,1092,88,32,91,0.018072448552942162,1.7612545787545786
22183,CAKE STAND VICTORIAN FILIGREE MED,1916.01,322,129,16,129,0.01800404107124912,5.950341614906832
20963,APPLE BATH SPONGE,1911.17,1336,229,83,232,0.017958561371881763,1.4305164670658683
22291,HANGING CHICK CREAM DECORATION,1906.02,1289,120,72,122,0.017910168716563195,1.4786811481768813
22594,CHRISTMAS GINGHAM TREE,1905.7699999999998,2006,196,93,197,0.01790781955853802,0.9500348953140577
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1905.6799999999998,177,65,25,65,0.017906973861648957,10.766553672316384
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1904.77,2221,135,84,135,0.017898422926437327,0.8576181900045025
23491,VINTAGE JINGLE BELLS HEART,1897.76,228,78,64,79,0.01783255253541147,8.323508771929825
16169E,WRAP 50'S  CHRISTMAS,1892.46,4563,149,143,150,0.017782750385277796,0.4147403024326101
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1890.33,1638,198,81,199,0.017762735558903318,1.154047619047619
35004C,SET OF 3 COLOURED  FLYING DUCKS,1888.1000000000001,394,39,28,39,0.017741781069318775,4.792131979695432
15058B,PINK POLKADOT GARDEN PARASOL,1885.27,228,97,32,97,0.01771518860047381,8.268728070175438
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,1884.17,2095,199,129,200,0.017704852305163048,0.8993651551312649
85061W,WHITE JEWELLED HEART DECORATION,1882.1499999999999,2146,162,77,169,0.017685871108319644,0.8770503261882572
20982,12 PENCILS TALL TUBE SKULLS,1880.6699999999998,2151,256,158,259,0.01767196409281062,0.874323570432357
21534,DAIRY MAID LARGE MILK JUG,1879.18,370,155,94,156,0.017657963110980588,5.078864864864865
23394,POSTE FRANCE CUSHION COVER,1877.65,435,150,90,152,0.01764358626386653,4.3164367816091955
22027,TEA PARTY BIRTHDAY CARD,1873.71,4368,362,180,364,0.017606563533389796,0.4289629120879121
22534,MAGIC DRAWING SLATE SPACEBOY,1871.12,4496,261,172,266,0.017582226256249,0.41617437722419925
22198,LARGE POPCORN HOLDER,1870.9099999999999,1025,86,42,86,0.017580252963507854,1.8252780487804876
23090,VINTAGE GLASS T-LIGHT HOLDER,1870.0299999999997,2237,149,96,152,0.017571983927259244,0.8359544032185963
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,1866.4599999999998,990,79,73,79,0.01753843795065977,1.885313131313131
70006,LOVE HEART POCKET WARMER,1863.98,2702,120,72,122,0.017515134303050052,0.6898519615099926
23525,BUFFALO BILL WALL ART,1863.8200000000002,582,53,38,53,0.017513630841913944,3.2024398625429558
21988,PACK OF 6 SKULL PAPER PLATES,1862.75,2321,193,101,195,0.017503576445566202,0.8025635501938819
22858,EASTER TIN KEEPSAKE,1860.7799999999997,1126,136,103,137,0.017485065080327832,1.652557726465364
22428,ENAMEL FIRE BUCKET CREAM,1854.76,246,114,75,114,0.017428497355081663,7.539674796747968
21870,I CAN ONLY PLEASE ONE PERSON MUG,1851.46,1407,163,97,165,0.017397488469149375,1.3158919687277897
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1849.25,231,86,64,86,0.017376721912206843,8.005411255411255
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1845.57,393,107,53,108,0.01734214230607629,4.696106870229007
22944,CHRISTMAS METAL POSTCARD WITH BELLS,1843.64,3375,111,50,114,0.017324006806121953,0.5462637037037037
21557,SET OF 6 FUNKY BEAKERS,1843.6100000000001,551,162,26,163,0.017323724907158933,3.3459346642468244
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1840.08,3997,176,127,183,0.017290554795843488,0.46036527395546656
22651,GENTLEMAN SHIRT REPAIR KIT,1837.4699999999998,2166,170,73,170,0.017266029586060674,0.8483240997229916
21873,IF YOU CAN'T STAND THE HEAT MUG,1834.3,1618,116,62,116,0.017236242262301478,1.1336835599505561
21564,PINK  HEART SHAPE LOVE BUCKET,1831.6200000000001,1042,123,63,123,0.017211059288271623,1.7577927063339733
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1822.21,395,110,56,112,0.017122636980204102,4.6131898734177215
22712,CARD DOLLY GIRL,1822.2,4435,312,141,313,0.017122543013883093,0.41086809470124014
22223,CAKE PLATE LOVEBIRD PINK,1821.6100000000001,441,78,34,79,0.017116999000943683,4.130634920634921
15044D,RED PAPER PARASOL,1819.76,644,84,53,84,0.0170996152315574,2.8257142857142856
21713,CITRONELLA CANDLE FLOWERPOT,1817.74,786,157,103,159,0.017080634034714,2.31264631043257
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1816.31,2139,247,143,254,0.01706719685081001,0.8491397849462365
22200,FRYING PAN PINK POLKADOT,1809.48,398,140,51,141,0.017003017853562275,4.54643216080402
15060B,FAIRY CAKE DESIGN UMBRELLA,1807.55,451,131,68,131,0.016984882353607938,4.007871396895787
22536,MAGIC DRAWING SLATE PURDEY,1803.95,4752,156,109,157,0.01695105447804544,0.37961910774410773
85034C,3 ROSE MORRIS BOXED CANDLES,1800.0,1129,158,109,165,0.016913937781247702,1.5943312666076173
23160,REGENCY TEA SPOON,1794.48,1450,76,50,76,0.01686206837205188,1.2375724137931035
21832,CHOCOLATE CALCULATOR,1790.1,954,198,83,199,0.01682091112345084,1.8764150943396225
21245,GREEN POLKADOT PLATE,1787.1999999999998,1075,128,72,129,0.01679366089035883,1.6625116279069765
21034,REX CASH+CARRY JUMBO SHOPPER,1784.1,1878,871,480,909,0.01676453133084668,0.95
22832,BROCANTE SHELF WITH HOOKS,1781.82,162,76,64,76,0.0167431070096571,10.998888888888889
21114,LAVENDER SCENTED FABRIC HEART,1778.08,1341,138,105,139,0.01670796360560051,1.3259358687546607
23317,BLUE REFECTORY CLOCK,1777.46,173,82,56,82,0.01670213769369808,10.274335260115608
22710,WRAP I LOVE LONDON,1774.42,4501,104,79,104,0.016673571932111973,0.3942279493445901
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,1768.67,773,45,38,45,0.01661954129753299,2.288059508408797
21439,BASKET OF TOADSTOOLS,1767.15,1430,130,51,131,0.016605258416739935,1.2357692307692307
21056,DOCTOR'S BAG SOFT TOY,1765.3999999999999,184,72,46,72,0.01658881431056372,9.594565217391304
21055,TOOL BOX SOFT TOY,1764.6399999999999,178,105,63,105,0.01658167287016719,9.913707865168538
22562,MONSTERS STENCIL CRAFT,1763.3700000000001,1413,211,149,211,0.016569739147399315,1.2479617834394905
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1760.66,1137,130,86,134,0.016544274274406436,1.5485136323658752
22452,MEASURING TAPE BABUSHKA PINK,1760.3100000000002,722,144,53,146,0.016540985453171193,2.4381024930747923
22314,OFFICE MUG WARMER CHOC+BLUE,1759.1200000000001,570,133,58,135,0.016529803460971368,3.0861754385964915
21899,"KEY FOB , GARAGE DESIGN",1757.97,2679,278,148,281,0.01651899733405557,0.6562038073908175
